,Input_Count,Outputs,Wiring,Gates,Gate_Activations,Truth_Table,Final_Population
169,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'AND']","(0, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  8.  8.  8. 14.  9.  9.  9. 15.],False
170,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'AND']","(0, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  8.  8.  8. 14.  8.  8.  8. 15.],True
171,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'AND']","(0, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4. 10. 10. 10. 14. 11. 11. 11. 15.],False
172,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'AND']","(1, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  0.  0.  0.  6.  9.  9.  9. 15.],False
173,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'AND']","(1, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  0.  0.  6.  6.  9.  9. 15. 15.],False
174,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'AND']","(1, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  2.  2.  6.  6. 11. 11. 15. 15.],False
175,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'AND']","(1, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  2.  2.  2.  6. 11. 11. 11. 15.],False
176,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(0, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  8.  8. 14. 14.  9.  9. 15. 15.],False
177,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(0, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  8.  8.  8. 14.  9.  9.  9. 15.],False
178,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(0, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5. 10. 10. 14. 14. 11. 11. 15. 15.],True
179,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(0, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  8.  8.  8. 14.  8.  8.  8. 15.],False
180,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(0, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5. 10. 10. 10. 14. 11. 11. 11. 15.],False
181,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(1, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  2.  2.  6.  6. 11. 11. 15. 15.],False
182,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(1, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  2.  2.  6.  6. 11. 11. 15. 15.],True
183,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(1, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  2.  2.  2.  6. 11. 11. 11. 15.],False
184,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(1, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  0.  0.  6.  6.  9.  9. 15. 15.],False
185,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(0, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4. 10. 10. 14. 14. 11. 11. 15. 15.],False
186,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(1, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  0.  0.  6.  6.  8.  8. 15. 15.],False
187,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(1, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  2.  2.  2.  6. 11. 11. 11. 15.],False
188,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(0, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  8.  8. 14. 14.  8.  8. 15. 15.],False
189,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(0, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4. 10. 10. 10. 14. 11. 11. 11. 15.],False
190,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'AND', 'OR', 'OR']","(1, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  0.  0.  0.  6.  9.  9.  9. 15.],False
191,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(1, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  2.  2.  6.  6. 11. 11. 15. 15.],True
192,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(1, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  2.  2.  2.  6. 11. 11. 11. 15.],False
193,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(0, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4. 10. 10. 10. 14. 11. 11. 11. 15.],True
194,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(1, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  0.  0.  6.  6.  8.  8. 15. 15.],False
195,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(0, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  8.  8. 14. 14.  9.  9. 15. 15.],False
196,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(1, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  0.  0.  0.  6.  9.  9.  9. 15.],False
197,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(1, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  0.  0.  6.  6.  9.  9. 15. 15.],False
198,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(0, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  8.  8. 14. 14.  8.  8. 15. 15.],True
199,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(1, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  2.  2.  2.  6. 11. 11. 11. 15.],False
200,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(0, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  8.  8.  8. 14.  8.  8.  8. 15.],False
201,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(1, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  0.  0.  0.  6.  8.  8.  8. 15.],False
202,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(0, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5. 10. 10. 10. 14. 11. 11. 11. 15.],False
203,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(0, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  8.  8.  8. 14.  9.  9.  9. 15.],False
204,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(0, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5. 10. 10. 14. 14. 11. 11. 15. 15.],True
205,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(1, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  2.  2.  6.  6. 11. 11. 15. 15.],False
206,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'AND']","(0, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4. 10. 10. 14. 14. 11. 11. 15. 15.],False
207,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  2.  2.  2.  6. 11. 11. 11. 15.],False
208,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4. 10. 10. 14. 14. 11. 11. 15. 15.],False
209,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  2.  2.  2.  6. 11. 11. 11. 15.],False
210,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  8.  8.  8. 14.  8.  8.  8. 15.],False
211,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  2.  2.  6.  6. 11. 11. 15. 15.],False
212,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  0.  0.  0.  6.  9.  9.  9. 15.],True
213,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  2.  2.  6.  6. 11. 11. 15. 15.],False
214,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  8.  8.  8. 14.  9.  9.  9. 15.],False
215,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  8.  8. 14. 14.  9.  9. 15. 15.],False
216,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  8.  8. 14. 14.  8.  8. 15. 15.],False
217,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  0.  0.  6.  6.  9.  9. 15. 15.],False
218,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  0.  0.  0.  6.  8.  8.  8. 15.],False
219,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  0.  0.  6.  6.  8.  8. 15. 15.],False
220,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5. 10. 10. 10. 14. 11. 11. 11. 15.],True
221,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5. 10. 10. 14. 14. 11. 11. 15. 15.],True
222,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4. 10. 10. 10. 14. 11. 11. 11. 15.],False
223,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  2.  2.  2.  6. 11. 11. 11. 15.],False
224,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5. 10. 10. 10. 14. 11. 11. 11. 15.],True
225,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  8.  8.  8. 14.  9.  9.  9. 15.],False
226,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  2.  2.  6.  6. 11. 11. 15. 15.],False
227,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5. 10. 10. 14. 14. 11. 11. 15. 15.],True
228,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4. 10. 10. 14. 14. 11. 11. 15. 15.],True
229,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  8.  8. 14. 14.  8.  8. 15. 15.],False
230,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  8.  8. 14. 14.  9.  9. 15. 15.],False
231,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  0.  0.  6.  6.  8.  8. 15. 15.],False
232,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  0.  0.  0.  6.  8.  8.  8. 15.],True
233,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4. 10. 10. 10. 14. 11. 11. 11. 15.],False
234,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  8.  8.  8. 14.  8.  8.  8. 15.],False
235,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  2.  2.  2.  6. 11. 11. 11. 15.],True
236,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  0.  0.  0.  6.  9.  9.  9. 15.],False
237,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  0.  0.  6.  6.  9.  9. 15. 15.],False
238,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  2.  2.  6.  6. 11. 11. 15. 15.],False
239,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  8.  8.  8. 14.  8.  8.  8. 15.],False
240,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  8.  8. 14. 14.  9.  9. 15. 15.],False
241,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  0.  0.  0.  6.  9.  9.  9. 15.],False
242,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  2.  2.  2.  6. 11. 11. 11. 15.],False
243,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  0.  0.  6.  6.  8.  8. 15. 15.],False
244,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5. 10. 10. 14. 14. 11. 11. 15. 15.],False
245,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  8.  8. 14. 14.  8.  8. 15. 15.],False
246,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  2.  2.  2.  6. 11. 11. 11. 15.],False
247,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4. 10. 10. 14. 14. 11. 11. 15. 15.],True
248,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5. 10. 10. 10. 14. 11. 11. 11. 15.],False
249,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  2.  2.  6.  6. 11. 11. 15. 15.],True
250,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4. 10. 10. 10. 14. 11. 11. 11. 15.],False
251,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  8.  8.  8. 14.  9.  9.  9. 15.],False
252,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  0.  0.  6.  6.  9.  9. 15. 15.],False
253,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  2.  2.  6.  6. 11. 11. 15. 15.],True
254,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  0.  0.  0.  6.  8.  8.  8. 15.],False
